age,income,loan_amount,credit_score,employment_years,previous_defaults,num_open_accounts,credit_history_years,monthly_debt,debt_to_income_ratio,loan_purpose,home_ownership,education,marital_status,risk
52,68744,32613,704,12,0,1,3,3805.81,0.664,debt_consolidation,mortgage,master,married,0
23,52598,16541,690,11,0,13,6,467.13,0.107,education,mortgage,bachelor,married,0
47,53996,7904,627,29,0,7,0,3095.5,0.688,debt_consolidation,rent,bachelor,married,0
49,123867,500,827,20,0,10,15,893.68,0.087,other,rent,master,single,0
52,43945,5596,544,1,0,2,24,1582.53,0.432,small_business,own,master,single,1
70,38667,16571,633,17,0,6,27,3507.91,1.089,other,mortgage,master,married,1
71,62132,4722,596,27,1,13,24,2228.62,0.43,other,own,high_school,married,0
39,89512,3426,676,3,0,5,25,363.08,0.049,debt_consolidation,mortgage,bachelor,married,0
41,116960,14386,513,5,0,5,5,2081.39,0.214,debt_consolidation,mortgage,bachelor,divorced,0
25,76434,32380,738,37,0,10,5,3179.6,0.499,car,mortgage,master,married,0
38,28239,23216,720,8,0,12,13,2162.63,0.919,small_business,rent,high_school,single,1
48,109271,18430,668,19,0,6,21,750.87,0.082,debt_consolidation,mortgage,master,married,0
62,59513,17261,628,29,0,14,4,1835.66,0.37,other,own,high_school,single,0
42,39057,21614,700,36,1,11,10,3704.95,1.138,debt_consolidation,own,bachelor,married,1
41,33015,13678,673,37,0,8,0,2667.0,0.969,medical,mortgage,bachelor,married,1
26,80908,10067,716,3,1,5,19,2946.56,0.437,home_improvement,rent,bachelor,married,0
21,65970,23858,641,37,0,8,9,3165.15,0.576,home_improvement,own,bachelor,single,0
25,68626,12295,637,12,1,5,0,453.7,0.079,debt_consolidation,mortgage,other,single,0
61,92162,736,725,34,0,10,20,2367.99,0.308,debt_consolidation,own,high_school,single,0
32,39946,32319,694,29,0,6,28,1566.07,0.47,debt_consolidation,mortgage,bachelor,married,1
46,94153,500,637,3,1,8,3,642.72,0.082,debt_consolidation,own,high_school,married,0
66,47021,33219,675,24,0,2,7,890.57,0.227,home_improvement,rent,master,married,1
54,114100,21077,662,30,0,7,0,3146.53,0.331,education,mortgage,bachelor,single,0
69,74968,3370,682,11,0,3,7,729.81,0.117,debt_consolidation,rent,bachelor,married,0
34,36994,15291,738,14,0,9,13,1318.43,0.428,debt_consolidation,mortgage,master,widowed,1
46,9364,9853,625,25,1,10,23,1211.01,1.552,other,mortgage,bachelor,single,1
65,80223,24692,604,9,0,7,16,289.66,0.043,small_business,rent,high_school,married,0
47,50645,24455,669,11,1,3,8,1902.42,0.451,debt_consolidation,mortgage,other,single,0
29,56110,20536,612,21,0,8,28,3087.13,0.66,small_business,rent,bachelor,married,0
46,79154,23956,586,39,0,10,24,186.4,0.028,other,rent,bachelor,single,0
67,85260,13622,719,20,1,2,5,538.95,0.076,other,rent,bachelor,married,0
42,90592,36140,629,34,0,10,0,2908.73,0.385,medical,mortgage,master,single,0
67,30628,29683,519,6,0,12,22,2414.97,0.946,car,rent,high_school,married,1
50,95647,9275,709,17,0,8,22,2889.47,0.363,debt_consolidation,rent,high_school,single,0
63,45523,24730,619,26,0,7,8,997.41,0.263,car,rent,bachelor,divorced,1
68,8000,23682,690,34,0,12,0,3234.7,4.851,car,rent,bachelor,single,1
37,30538,11882,725,1,0,5,13,1971.5,0.775,debt_consolidation,rent,high_school,single,1
46,65450,10940,663,31,0,4,23,2480.18,0.455,debt_consolidation,mortgage,bachelor,married,0
56,35529,29574,507,14,0,11,29,459.4,0.155,debt_consolidation,mortgage,high_school,married,1
21,57798,14823,512,23,0,10,27,899.62,0.187,car,own,master,married,0
28,68456,18122,602,19,2,12,28,3116.1,0.546,debt_consolidation,rent,bachelor,single,0
69,55465,31813,646,9,0,14,10,973.24,0.211,home_improvement,own,high_school,married,0
55,47641,45400,734,23,0,10,7,460.87,0.116,other,rent,high_school,married,1
72,28732,8680,670,23,0,1,22,2429.09,1.014,debt_consolidation,rent,master,single,1
35,60548,12349,833,23,0,13,11,2236.95,0.443,other,rent,master,married,0
67,8376,15888,545,39,0,4,5,2470.79,3.539,home_improvement,rent,master,married,1
42,42850,16160,658,33,1,6,16,2511.39,0.703,debt_consolidation,mortgage,high_school,married,1
34,36805,19516,618,39,0,6,10,2050.77,0.669,debt_consolidation,mortgage,other,married,1
46,54015,9117,666,10,0,2,9,2025.72,0.45,debt_consolidation,own,bachelor,married,0
48,54666,500,772,25,0,9,26,3704.25,0.813,debt_consolidation,own,high_school,married,0
43,83998,36045,777,0,0,13,7,2182.14,0.312,medical,mortgage,bachelor,married,0
34,99586,22344,653,29,1,13,11,2507.47,0.302,education,mortgage,bachelor,single,0
44,32055,9977,710,17,0,1,20,1141.18,0.427,other,mortgage,high_school,married,1
22,109820,20245,665,25,1,4,3,3497.26,0.382,home_improvement,own,master,widowed,0
65,40517,36995,574,8,0,4,20,195.04,0.058,debt_consolidation,mortgage,master,single,1
46,64313,5543,651,8,0,2,20,2273.18,0.424,debt_consolidation,rent,high_school,married,0
34,72771,17533,614,0,1,8,29,1597.02,0.263,home_improvement,mortgage,master,married,0
71,121114,500,645,6,0,11,12,2455.23,0.243,car,rent,bachelor,married,0
27,46442,13579,590,15,0,2,25,1504.67,0.389,debt_consolidation,mortgage,bachelor,divorced,1
23,15081,22399,660,37,1,2,2,2898.98,2.307,other,own,master,married,1
67,97259,1623,671,10,0,2,19,179.29,0.022,car,mortgage,bachelor,married,0
43,39165,12753,699,24,3,1,3,1682.97,0.516,medical,own,bachelor,single,1
66,50960,24599,671,28,1,13,7,3341.93,0.787,car,own,high_school,divorced,0
63,32056,22070,764,18,0,5,4,1075.78,0.403,debt_consolidation,rent,bachelor,single,1
67,51032,1108,803,17,0,11,21,305.73,0.072,education,rent,bachelor,widowed,0
65,38990,19485,621,28,0,4,25,2036.44,0.627,debt_consolidation,rent,bachelor,single,1
38,76911,21704,717,15,0,2,1,3908.48,0.61,home_improvement,own,bachelor,single,0
58,62019,16295,798,39,0,1,24,350.22,0.068,debt_consolidation,rent,bachelor,married,0
55,42973,28072,719,7,1,1,7,373.22,0.104,debt_consolidation,mortgage,bachelor,married,1
71,84896,7926,700,33,0,2,23,2420.95,0.342,debt_consolidation,mortgage,bachelor,single,0
35,66374,19949,522,5,0,1,25,1075.26,0.194,debt_consolidation,mortgage,high_school,single,0
45,13848,1017,610,29,1,9,4,1699.9,1.473,debt_consolidation,rent,high_school,married,1
57,82992,500,621,33,0,2,15,3338.98,0.483,small_business,rent,bachelor,divorced,0
48,64621,24372,747,20,0,3,20,875.51,0.163,home_improvement,rent,high_school,divorced,0
30,94768,15246,598,11,1,9,14,2905.27,0.368,debt_consolidation,mortgage,high_school,single,0
59,63097,9438,644,5,0,5,18,2067.49,0.393,home_improvement,rent,high_school,married,0
37,40207,2218,708,38,0,14,12,3629.34,1.083,small_business,own,high_school,married,1
59,54892,24925,595,5,1,13,10,3894.55,0.851,debt_consolidation,rent,bachelor,married,0
42,80097,500,669,3,0,8,15,1991.35,0.298,home_improvement,mortgage,bachelor,single,0
46,40731,26914,660,8,0,7,17,2380.12,0.701,home_improvement,own,high_school,married,1
64,48992,20411,711,4,1,14,24,3008.79,0.737,other,mortgage,high_school,married,1
45,54457,500,696,9,0,6,14,1342.83,0.296,home_improvement,rent,high_school,single,0
37,31265,16511,693,7,0,13,5,984.29,0.378,debt_consolidation,own,bachelor,single,1
33,41091,46844,664,22,0,2,7,3862.27,1.128,debt_consolidation,rent,master,single,1
40,64313,29273,532,3,0,14,3,1787.2,0.333,car,rent,high_school,married,0
45,90061,5063,659,36,0,13,20,106.2,0.014,debt_consolidation,rent,bachelor,married,0
24,67928,23600,653,6,1,4,25,3367.1,0.595,other,rent,high_school,single,0
30,58853,500,703,5,1,9,15,2438.69,0.497,debt_consolidation,mortgage,high_school,married,0
23,39218,500,620,14,1,7,20,757.38,0.232,debt_consolidation,mortgage,bachelor,single,1
61,87379,14192,652,34,0,3,10,217.54,0.03,debt_consolidation,rent,bachelor,married,0
65,70837,21619,655,31,0,6,25,1236.78,0.21,car,rent,high_school,married,0
38,42331,24735,600,13,0,8,19,3718.76,1.054,home_improvement,rent,high_school,married,1
67,82466,24902,569,34,0,8,26,3740.62,0.544,debt_consolidation,rent,high_school,married,0
56,73989,20937,676,10,0,8,1,1312.91,0.213,medical,rent,master,married,0
67,39661,500,720,9,0,13,29,3360.13,1.017,debt_consolidation,rent,high_school,single,1
42,57465,14268,606,16,0,8,21,1823.2,0.381,debt_consolidation,mortgage,high_school,single,0
54,47680,26624,634,12,0,10,3,2651.94,0.667,debt_consolidation,mortgage,master,divorced,1
67,125838,20319,708,33,0,6,13,1404.33,0.134,other,rent,high_school,single,0
28,73293,17185,714,4,0,11,10,2112.29,0.346,small_business,own,high_school,married,0
60,64669,18950,666,9,0,10,3,1245.74,0.231,education,rent,high_school,married,0
69,71816,18750,678,31,0,11,25,338.35,0.057,debt_consolidation,mortgage,high_school,single,0
64,94479,500,687,11,0,3,2,643.57,0.082,home_improvement,rent,high_school,married,0
39,57915,28858,699,12,0,9,23,1233.63,0.256,home_improvement,mortgage,phd,divorced,0
62,45252,13673,575,20,1,14,21,3907.39,1.036,debt_consolidation,mortgage,master,single,1
61,81107,23491,784,32,0,14,24,3866.12,0.572,debt_consolidation,mortgage,bachelor,single,0
57,55626,500,669,31,0,14,4,3327.89,0.718,medical,rent,bachelor,married,0
26,33252,34931,701,11,0,3,5,1006.77,0.363,debt_consolidation,rent,bachelor,married,1
72,28382,1123,596,34,0,12,8,1822.25,0.77,car,mortgage,bachelor,married,1
46,98232,45496,636,35,0,12,3,1815.15,0.222,debt_consolidation,mortgage,master,single,0
54,63291,40430,676,37,0,4,25,1609.2,0.305,car,rent,bachelor,single,0
65,45260,500,523,27,0,10,6,275.03,0.073,debt_consolidation,rent,high_school,single,1
26,54141,24804,586,12,0,1,12,2184.66,0.484,debt_consolidation,rent,high_school,married,0
57,80186,2793,599,11,0,2,9,383.97,0.057,home_improvement,rent,master,single,0
53,52664,7327,560,21,1,6,11,3227.48,0.735,other,rent,high_school,married,0
73,23764,7598,657,1,0,14,9,2796.1,1.412,other,rent,master,married,1
42,68146,20375,644,28,0,13,10,1475.67,0.26,debt_consolidation,mortgage,bachelor,married,0
41,90208,18895,749,12,0,14,10,2623.83,0.349,debt_consolidation,mortgage,bachelor,divorced,0
26,88536,580,571,34,0,12,21,1008.84,0.137,home_improvement,mortgage,high_school,divorced,0
26,46016,20279,666,12,1,1,5,1134.48,0.296,debt_consolidation,mortgage,high_school,married,1
68,91729,12550,588,33,0,12,5,1325.12,0.173,small_business,mortgage,bachelor,single,0
24,65323,500,529,18,0,9,29,3208.35,0.589,home_improvement,mortgage,bachelor,single,0
50,91028,9791,691,8,0,8,19,921.7,0.122,home_improvement,own,bachelor,married,0
31,74342,34925,696,30,0,2,25,2294.85,0.37,car,mortgage,bachelor,married,0
50,21960,10196,688,32,0,14,5,881.82,0.482,debt_consolidation,mortgage,bachelor,single,1
51,103668,500,557,26,1,2,11,1211.65,0.14,car,own,master,widowed,0
44,61294,24773,655,1,0,8,22,1018.38,0.199,home_improvement,rent,master,single,0
29,74419,3869,691,14,0,12,28,2615.52,0.422,small_business,mortgage,master,married,0
23,26398,17573,716,18,1,11,13,2154.24,0.979,debt_consolidation,rent,bachelor,married,1
71,72633,12936,693,30,0,8,17,2913.07,0.481,debt_consolidation,own,high_school,married,0
51,87573,36140,717,15,1,1,26,957.78,0.131,other,mortgage,high_school,married,0
60,108383,12944,724,14,0,14,24,135.68,0.015,home_improvement,mortgage,bachelor,single,0
57,95009,1264,657,5,1,5,22,2753.99,0.348,other,mortgage,bachelor,widowed,0
56,73855,9373,684,13,3,11,18,547.93,0.089,car,mortgage,bachelor,widowed,0
44,21390,500,719,26,0,2,9,1060.59,0.595,other,mortgage,bachelor,married,1
51,63306,12488,677,37,0,1,9,1292.18,0.245,debt_consolidation,own,master,single,0
26,45187,36237,733,18,0,3,6,3012.53,0.8,debt_consolidation,rent,high_school,single,1
22,65874,29981,711,36,0,13,25,2540.98,0.463,small_business,own,master,single,0
40,29591,39494,605,3,0,3,9,818.64,0.332,small_business,mortgage,high_school,married,1
48,54745,20751,558,25,2,13,13,2431.76,0.533,car,rent,high_school,married,0
31,47070,16717,651,8,0,10,4,2861.78,0.73,home_improvement,rent,master,single,1
24,46295,3020,567,39,0,9,24,1616.7,0.419,other,rent,phd,married,1
35,46544,18236,655,14,0,10,21,1059.22,0.273,debt_consolidation,own,master,married,1
26,56603,13435,649,36,0,1,10,2748.03,0.583,car,rent,master,single,0
74,67154,24343,741,3,1,11,28,2482.48,0.444,debt_consolidation,rent,master,married,0
69,8000,1532,685,25,0,2,6,403.86,0.606,debt_consolidation,mortgage,bachelor,married,1
50,8000,15632,718,17,0,9,19,2700.05,4.05,debt_consolidation,rent,bachelor,widowed,1
58,51532,500,615,34,0,14,17,2005.22,0.467,small_business,mortgage,high_school,married,0
71,55055,19051,757,28,0,5,10,3038.14,0.662,education,rent,high_school,married,0
22,64727,23109,712,23,0,9,19,843.8,0.156,other,own,bachelor,married,0
35,41808,500,679,3,1,6,24,1107.04,0.318,debt_consolidation,mortgage,bachelor,widowed,1
31,60236,500,523,20,1,10,2,2218.92,0.442,debt_consolidation,own,bachelor,married,0
28,63163,500,732,38,0,10,6,1978.76,0.376,debt_consolidation,mortgage,bachelor,single,0
46,41636,12868,774,6,0,3,28,1606.82,0.463,debt_consolidation,rent,phd,married,1
71,85336,500,650,22,0,8,29,3009.53,0.423,debt_consolidation,own,bachelor,married,0
65,64424,31541,652,39,0,13,3,2302.53,0.429,debt_consolidation,rent,other,married,0
64,73674,20233,613,20,0,9,18,2870.06,0.467,debt_consolidation,rent,master,single,0
25,61721,22188,535,0,0,2,29,697.69,0.136,debt_consolidation,rent,bachelor,single,0
26,112591,500,610,24,0,9,29,2943.05,0.314,home_improvement,mortgage,high_school,married,0
46,74909,30518,766,30,0,4,29,1899.96,0.304,other,rent,high_school,single,0
74,47800,22795,725,37,0,8,20,231.69,0.058,education,mortgage,bachelor,single,1
24,80524,6811,595,4,0,5,17,1014.52,0.151,medical,own,bachelor,married,0
39,19059,500,609,30,0,13,10,200.45,0.126,small_business,mortgage,bachelor,single,1
40,62990,14086,799,0,0,6,13,1881.81,0.358,debt_consolidation,rent,master,married,0
53,67979,9402,578,29,0,4,9,1370.93,0.242,education,mortgage,bachelor,married,0
40,63275,9900,599,17,0,5,13,3951.05,0.749,small_business,own,high_school,married,0
69,51655,6534,619,7,0,12,3,3487.17,0.81,debt_consolidation,rent,master,married,0
32,34693,23657,554,25,0,1,22,3320.12,1.148,medical,rent,high_school,single,1
67,40266,500,612,39,0,12,11,2054.35,0.612,home_improvement,rent,high_school,married,1
21,62551,32159,613,14,1,3,11,3247.64,0.623,debt_consolidation,mortgage,high_school,widowed,0
46,32162,26977,586,18,0,14,1,1140.79,0.426,car,mortgage,high_school,married,1
34,104254,17528,742,9,0,4,25,2286.53,0.263,car,mortgage,master,married,0
58,8000,13270,568,23,0,1,5,1632.38,2.448,home_improvement,mortgage,bachelor,married,1
57,51914,27996,640,15,0,13,4,768.23,0.178,debt_consolidation,mortgage,bachelor,single,0
31,62759,14492,588,30,1,3,18,383.19,0.073,home_improvement,mortgage,bachelor,married,0
56,72685,11658,635,15,0,4,20,2277.05,0.376,debt_consolidation,mortgage,bachelor,single,0
33,37101,28664,585,15,0,14,14,480.79,0.156,other,rent,bachelor,married,1
63,88357,40120,655,27,1,14,9,2900.21,0.394,small_business,rent,master,single,0
23,25154,3347,672,19,0,9,6,3693.73,1.762,small_business,rent,bachelor,single,1
53,45846,20097,748,34,0,3,18,732.21,0.192,debt_consolidation,own,master,single,1
26,75518,1963,608,8,0,11,7,1936.66,0.308,debt_consolidation,mortgage,master,married,0
70,86004,21019,763,39,0,3,14,2981.22,0.416,debt_consolidation,rent,high_school,married,0
30,24899,5661,593,9,0,4,22,1218.67,0.587,home_improvement,rent,bachelor,single,1
25,126125,29538,633,17,0,9,3,3690.98,0.351,debt_consolidation,mortgage,master,married,0
43,37562,13798,773,14,0,9,12,3565.02,1.139,home_improvement,rent,master,married,1
30,27195,15557,850,29,0,1,28,504.64,0.223,debt_consolidation,rent,high_school,single,1
64,72567,34573,768,31,0,8,4,206.86,0.034,home_improvement,rent,high_school,single,0
22,51292,6203,634,39,0,10,25,3908.19,0.914,debt_consolidation,rent,bachelor,married,0
33,47598,23218,686,26,0,13,10,3830.25,0.966,debt_consolidation,rent,high_school,single,1
60,74891,7398,697,26,0,1,15,1746.91,0.28,small_business,rent,high_school,married,0
22,21817,29355,674,18,0,2,19,297.2,0.163,home_improvement,mortgage,high_school,single,1
40,17446,36441,579,9,0,10,17,2513.61,1.729,small_business,other,high_school,married,1
21,45064,11845,666,5,1,11,27,1244.3,0.331,car,rent,bachelor,married,1
57,86947,500,614,23,0,5,14,3753.22,0.518,medical,rent,master,single,0
29,46148,6742,582,8,0,11,24,3199.18,0.832,debt_consolidation,rent,high_school,widowed,1
37,99978,44191,628,26,0,13,0,2633.42,0.316,debt_consolidation,mortgage,bachelor,single,0
29,90025,7894,672,6,0,11,7,1209.57,0.161,home_improvement,mortgage,bachelor,single,0
31,67073,36252,720,5,0,14,3,2834.95,0.507,other,rent,master,single,0
35,68493,7724,632,32,0,12,8,1227.76,0.215,car,rent,bachelor,divorced,0
44,67050,7428,644,20,0,13,18,246.76,0.044,home_improvement,mortgage,high_school,single,0
58,63992,24350,706,37,0,6,6,2082.89,0.391,debt_consolidation,mortgage,master,married,0
55,50843,22912,654,16,0,2,14,2005.87,0.473,home_improvement,rent,master,married,0
50,53745,25226,676,30,0,10,2,3075.72,0.687,debt_consolidation,rent,bachelor,single,0
51,33250,15058,655,36,0,5,25,3476.13,1.255,small_business,mortgage,high_school,married,1
69,8000,27412,664,10,1,3,11,1482.43,2.223,debt_consolidation,rent,high_school,married,1
25,87601,26538,574,27,0,7,22,1852.94,0.254,debt_consolidation,rent,high_school,married,0
64,63931,28788,658,4,1,12,1,1934.56,0.363,debt_consolidation,mortgage,high_school,single,0
70,60155,7517,749,11,0,12,18,1364.47,0.272,debt_consolidation,rent,high_school,divorced,0
34,69961,27403,661,2,0,1,23,2999.21,0.514,debt_consolidation,own,high_school,single,0
73,39290,8743,591,37,0,5,6,2136.19,0.652,debt_consolidation,mortgage,high_school,married,1
31,34973,13114,753,1,0,12,10,3664.43,1.257,home_improvement,rent,master,married,1
29,52907,12868,700,25,0,3,18,2636.21,0.598,education,mortgage,bachelor,single,0
54,94202,3022,703,1,0,11,7,926.4,0.118,debt_consolidation,mortgage,high_school,single,0
32,30781,500,701,11,0,2,12,742.75,0.29,home_improvement,rent,other,single,1
55,8000,29684,571,39,1,12,8,1552.3,2.328,medical,rent,master,married,1
55,46964,6573,695,1,0,12,1,1453.01,0.371,home_improvement,mortgage,high_school,married,1
21,88567,11763,746,15,0,3,17,1687.81,0.229,home_improvement,mortgage,high_school,married,0
60,16686,6231,616,29,0,10,14,816.01,0.587,home_improvement,mortgage,high_school,single,1
42,30492,11920,514,35,0,4,22,3915.07,1.541,debt_consolidation,rent,bachelor,widowed,1
49,66588,8929,675,3,0,11,10,668.27,0.12,debt_consolidation,own,high_school,single,0
28,124247,30349,652,10,0,2,23,2645.33,0.255,debt_consolidation,mortgage,high_school,married,0
31,26044,7913,541,23,1,2,14,150.97,0.07,debt_consolidation,mortgage,bachelor,single,1
61,25076,35574,692,17,0,3,20,1687.15,0.807,small_business,mortgage,bachelor,single,1
57,68467,28671,687,26,0,2,17,1305.82,0.229,debt_consolidation,rent,high_school,single,0
34,90116,9306,547,36,0,14,13,1589.9,0.212,other,other,bachelor,single,0
50,44397,18837,782,1,1,6,25,2042.5,0.552,small_business,rent,high_school,single,1
55,19465,21232,702,14,0,2,20,2441.46,1.505,car,mortgage,bachelor,single,1
41,70843,25099,517,10,0,1,18,2375.69,0.402,education,rent,bachelor,single,0
57,75371,26285,707,26,0,8,12,2559.78,0.408,debt_consolidation,own,bachelor,married,0
25,104466,17239,705,22,2,10,24,3393.74,0.39,home_improvement,mortgage,bachelor,single,0
39,76423,3546,749,34,0,4,15,3558.2,0.559,other,mortgage,high_school,single,0
34,80701,22690,606,29,0,2,1,2975.28,0.442,debt_consolidation,own,high_school,divorced,0
46,53446,12161,708,23,0,4,24,407.87,0.092,debt_consolidation,own,high_school,single,0
24,121037,500,633,18,0,11,1,3849.04,0.382,debt_consolidation,rent,high_school,single,0
